id,entity_name,dba,all_licenses,total_licenses,license_sub_types,address,city,state,zip_code,municipal_phone,place_id,google_name,formatted_address,website,phone_number,primary_category,categories,rating,user_ratings_total,business_status,enriched_at
3936,"Headstart Health, Inc",Southern Nevada Chiropractic,2026335178,1,Medical Office,110 N Boulder Hwy,Henderson,Nevada,89015,,ChIJQZxQSujXyIARm6W-4ZnHPSc,Southern Nevada Chiropractic Car Accident Treatment Centers,"110 N Boulder Hwy #130, Henderson, NV 89015, USA",https://lasvegascaraccidenttreatment.com/southern-nevada-chiropractic-henderson/,(702) 688-8540,Health,Health,5.0,8,OPERATIONAL,2026-08-24 15:18:32
3937,Heal As You Are LLC,Heal As You Are,2024330758,1,"Social Work, Behavioral Therapy Business",1489 W Warm Springs Rd,Henderson,Nevada,89014,,ChIJ8YGhKifXyIARZg8XcXk6Xf4,Healing Hands,"1489 W Warm Springs Rd #110, Henderson, NV 89014, USA",,,Health,Health,3.0,2,OPERATIONAL,2026-08-24 15:18:33
3938,Healing & Beauty LLC,Healing & Beauty,2024329684,1,Barbershops and Cosmetology Establishment,9480 S Eastern Ave,Las Vegas,Nevada,89123,,ChIJ7bFE69rPyIARDIvtYSUYHLU,Healing & Beauty,"9480 S Eastern Ave Ste 244, Las Vegas, NV 89123, USA",https://healingandbeauty.com/,(702) 613-6779,Beauty Salon,"Beauty Salon, Health, Spa",4.9,227,OPERATIONAL,2026-08-24 15:18:33
3939,"Healing Conversations, LLC","Healing Conversations, LLC",2023321443,1,"Social Work, Behavioral Therapy Business",170 S Green Valley Pkwy,Henderson,Nevada,89012,,ChIJHblo193RyIARnxg0MYZeZ9c,"Healing Conversations LLC, Sheeilu Satyapriya (Sheilu),MS, LMFT, LCPC, NCC","170 S Green Valley Pkwy #300, Henderson, NV 89012, USA",https://www.therapywithsheilu.com/,(702) 850-5606,Health,Health,5.0,49,OPERATIONAL,2026-08-24 15:18:34
3940,Healing Heroes Foundation,Healing Heroes Foundation,2026335613,1,Non-Profit Registration,2249 Darwin Cir,Henderson,Nevada,89014,,ChIJC9aJoN_PyIARexCdA4U8rIA,2249 Darwin Cir,"2249 Darwin Cir, Henderson, NV 89014, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:18:34
3941,Healing Touch by Liliana LLC,Healing Touch by Liliana LLC,2025332146,1,Independent Massage Therapist,3693 Spring Day Ct,Las Vegas,Nevada,89147,,ChIJzQfIoarXyIARBn4mP-QPHsQ,Golden Touch Therapy,"1610 Lake Las Vegas Pkwy, Henderson, NV 89011, USA",https://isabellah4ui.setmore.com/?utm_source=in-app&utm_medium=iosapp&utm_campaign=settsharebp,(518) 642-6301,Spa,Spa,0.0,0,OPERATIONAL,2026-08-24 15:18:35
3942,"Healing With Grace, LLC","Healing With Grace, LLC",2017304569,1,"Social Work, Behavioral Therapy Business",2637 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJN3kFwgbOyIAR5ummmq-IlBo,Healing with Grace Counseling and Ketamine Center,"2637 W Horizon Ridge Pkwy Ste 100, Henderson, NV 89052, USA",http://www.hwgcounseling.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4279256830281594267,(702) 716-0908,Health,Health,4.5,21,OPERATIONAL,2026-08-24 15:18:35
3943,Healingnest10 LLC,Healingnest10 LLC,2026335854,1,Personal Services,2831 St Rose Pkwy,Henderson,Nevada,89052,,ChIJWXhHtoDPyIARG4gtqp56O24,St Rose Executive Suites and Virtual Offices,"2831 St Rose Pkwy #200, Henderson, NV 89052, USA",https://strosesuites.com/,(702) 818-1000,Establishment,,4.6,31,OPERATIONAL,2026-08-24 15:18:36
3944,"Health Advocates Network, Inc.","Health Advocates Network, Inc.",2022320790,1,Contract Labor Service,871 Coronado Center Dr,Henderson,Nevada,89052,,ChIJZZ4j6n7ByIARGtypUwgQX7w,Nevada Advocates,"3217 E Warm Springs Rd, Las Vegas, NV 89120, USA",http://www.nvapros.com/,(702) 750-0055,Health,Health,4.8,16,OPERATIONAL,2026-08-24 15:18:36
3945,Health Benefits Associates,Health Benefits Associates,2025332445,1,Insurance Agency or Adjusting Firm,9550 S Eastern Ave,Las Vegas,Nevada,89123,,ChIJGXn0UZrPyIARz90-2IEYs0I,Health Benefits Associates- Health Insurance Las Vegas,"9550 S Eastern Ave Suite 253 Henderson, Las Vegas, NV 89123, USA",https://healthbenefits.net/,(702) 963-0123,Health,"Health, Insurance Agency",5.0,43,OPERATIONAL,2026-08-24 15:18:37
3946,"Health Energy Longevity, LLC","Health Energy Longevity, LLC",2025333908,1,Office Only,2441 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJQwWqev7RyIARC5StmIjQKHA,Health Energy Longevity,"2441 W Horizon Ridge Pkwy #100, Henderson, NV 89052, USA",https://www.healthenergylongevity.com/,(702) 891-0302,Health,Health,1.0,1,OPERATIONAL,2026-08-24 15:18:37
3947,Health Oasis LLC,Health Oasis Care Home,2025332934,1,Group Care Facility,1372 Coppelia Ct,Henderson,Nevada,89052,,ChIJ___vZ37OyIAREl-hYglXI5g,Sophia's Home Care,"1130 Saffex Rose Ave, Henderson, NV 89052, USA",,(702) 790-1075,Health,Health,5.0,2,OPERATIONAL,2026-08-24 15:18:38
3948,Health Xpress Medical Center LLC,Health Xpress Medical Center LLC,2021315874,1,Medical Office,10925 S Eastern Ave,Henderson,Nevada,89052,(702) 992-3688,ChIJYUx1wu_RyIARhLti3OWI5mQ,Health Xpress Medical Center,"1371 W Warm Springs Rd #120, Henderson, NV 89014, USA",https://healthxpresslv.com/,(702) 996-1313,Health,Health,4.6,50,CLOSED_PERMANENTLY,2026-08-24 15:18:38
3949,Healthcare Billing Resource LLC,Healthcare Billing Resource LLC,2018307173,1,Miscellaneous,11500 S Eastern Ave,Henderson,Nevada,89052,,ChIJ6yYaucrNyIARCXTfpP64b80,Healthcare Billing Resource LLC,"11500 S Eastern Ave Ste 150, Henderson, NV 89052, USA",https://healthcarebillingresource.com/,(310) 514-8226,Finance,"Finance, Health",0.0,0,OPERATIONAL,2026-08-24 15:18:39
3950,Healthnomic Partners Sonani MD PLLC,Sagebrush Healthcare,2024330968,1,Medical Office,8440 S Eastern Ave,Las Vegas,Nevada,89123,,ChIJRXBHLJbPyIARqjSFNDMId4g,Sagebrush Health Rheumatology - Eastern,"8440 S Eastern Ave Ste a, Las Vegas, NV 89123, USA",https://sagebrushhealth.com/locations/eastern-rheumatology/,(702) 385-6468,Doctor,"Doctor, Health",2.7,45,OPERATIONAL,2026-08-24 15:18:39
3951,"Healthstat Wellness, Inc.","Healthstat Wellness, Inc.",2021316280,1,Medical Office,1001 Olsen St,Henderson,Nevada,89011,(704) 936-5546,ChIJE_fpXwbXyIAR4qpEWNNuZBM,Wells Enterprises-Henderson Ice Cream Plant,"1001 Olsen St, Henderson, NV 89011, USA",http://www.wellsenterprisesinc.com/,(702) 560-6221,Establishment,,2.4,78,OPERATIONAL,2026-08-24 15:18:40
3952,Healthy Balance Inc,Healthy Balance,2019310336,1,Beauty/Cosmetic Supplies,151 Arcola Ct,Henderson,Nevada,89015,,ChIJnTgkqLXPyIARSikZXwP0G3c,Mind Body Balance & Wellness Center,"3663 E Sunset Rd Ste 303, Las Vegas, NV 89120, USA",https://healthymindhealthybodywellness.com/,(702) 927-4799,Health,Health,5.0,3,OPERATIONAL,2026-08-24 15:18:40
3953,"Healthy Glow LV, LLC",Glow Sauna Studios,2024331284,1,Wellness Services,10624 S Eastern Ave,Henderson,Nevada,89052,,ChIJLfl5bO_PyIAROnekOt1BFBs,Glow Sauna Studios | Henderson,"10624 S Eastern Ave Ste M, Henderson, NV 89052, USA",https://glowsaunastudios.com/henderson/,(702) 953-1459,Health,"Health, Spa",5.0,192,OPERATIONAL,2026-08-24 15:18:41
3954,Healthy Kitchen NV 6 LLC,9th Island Grill,2021316006,1,Restaurant/Food Service,3459 Saint Rose Pkwy,Henderson,Nevada,89052,,ChIJAT2XCB3NyIARxv7XQoEjWtg,9th Island Grill,"3459 St Rose Pkwy Ste 100, Henderson, NV 89052, USA",http://www.ninthislandgrill.com/,(702) 483-5518,Food,"Food, Restaurant",4.2,348,OPERATIONAL,2026-08-24 15:18:41
3955,Healthy Skin Aesthetic Suites LLC,Healthy Skin Aesthetic Suites LLC,2024331266,1,Barbershops and Cosmetology Establishment,2625 Wigwam Pkwy,Henderson,Nevada,89074,(702) 985-7194,ChIJVXxBLqvPyIARdGkITIs2zmc,Healthy Skin Aesthetic Suites,"2625 Wigwam Pkwy #104, Henderson, NV 89074, USA",,,Beauty Salon,"Beauty Salon, Hair Care, Health",5.0,5,OPERATIONAL,2026-08-24 15:18:42
3956,Hearing Associates of Las Vegas LLC,Hearing Associates of Las Vegas LLC,2014302239,1,Miscellaneous,2821 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJNT23DfTNyIAR1KT_eCaESiA,Hearing Associates of Las Vegas,"2821 W Horizon Ridge Pkwy Ste 221, Henderson, NV 89052, USA",https://hearingassociateslv.com/,(702) 761-3831,Doctor,"Doctor, Health, Store",5.0,153,OPERATIONAL,2026-08-24 15:18:42
3957,"Hearing Centers of Nevada, LLC","Hearing Centers of Nevada, LLC",2019310803,1,Retail Product Sales,2980 Sunridge Heights Pkwy,Henderson,Nevada,89052,(702) 965-4333,ChIJEdiFy0fVyIARQ_AAzIN3Z9E,Hearing Centers of Nevada,"2980 Sunridge Heights Pkwy #130, Henderson, NV 89052, USA",https://www.hcnevada.com/location/henderson/?utm_source=google&utm_medium=organic&utm_campaign=GBP,(702) 965-4333,Doctor,"Doctor, Health, Store",5.0,353,OPERATIONAL,2026-08-24 15:18:43
3958,Heart & Heart LLC,Heart & Heart LLC,2022318526,1,Inter-Jurisdictional Business,5115 Spring Mountain Rd,Las Vegas,Nevada,89146,,ChIJd3iCauzHyIARMNyAzBKWKHw,Heart & Heart Personal Care Agency,"5115 Spring Mountain Rd #221, Las Vegas, NV 89146, USA",,(702) 613-3056,Health,Health,0.0,0,OPERATIONAL,2026-08-24 15:18:43
3959,Heart Well Rehabilitation,Heart Well Rehabilitation,2025334306,1,Medical Office,2475 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJMRnDUPLPyIAR-6qdbUkJjpI,Heart Well Rehabilitation,"2475 W Horizon Ridge Pkwy #100, Henderson, NV 89052, USA",https://heartwellrehabilitation.com/,(877) 478-9355,Health,Health,5.0,11,OPERATIONAL,2026-08-24 15:18:44
3960,Heart and Sol Collective,Heart and Sol Collective,2023329199,1,Non-Profit Registration,440 Blue Lark Dr,Henderson,Nevada,89011,,ChIJMTJQeZHryIARcN7Dj91nGBU,Heart and Sol Collective,"7381 Prairie Falcon Rd Ste 120, Las Vegas, NV 89128, USA",http://www.heartandsolcollective.org/,(702) 909-1186,Health,Health,0.0,0,OPERATIONAL,2026-08-24 15:18:44
3961,Heart of Hearts Homecare LLC,Heart of Hearts Homecare LLC,2025334438,1,Personal Services,109 Barkset Way,Henderson,Nevada,89011,,ChIJO_YOpU_PyIARue65Y1a63E4,Touching Hearts at Home,"2470 St Rose Pkwy #112, Henderson, NV 89074, USA",https://touchinghearts.com/henderson/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(702) 514-0908,Health,Health,5.0,5,OPERATIONAL,2026-08-24 15:18:45
3962,Heart of Nevada Prof. LLC,Heart of Nevada,2025333521,1,Medical Office,476 Accelerando Way,Henderson,Nevada,89011,,ChIJBV9SLgDPyIARWSGe6kDZN1s,Nevada Heart & Vascular Center,"2465 W Horizon Ridge Pkwy Ste 100, Henderson, NV 89052, USA",https://nevadaheart.com/,(702) 227-3422,Establishment,,1.6,13,OPERATIONAL,2026-08-24 15:18:46
3963,Heart of the Matter LLC,Heart Of The Matter LLC,2024331164,1,Miscellaneous,533 Lassen Falls Ct,Henderson,Nevada,89044,(702) 845-8297,ChIJufF5FHjPyIARqw3rtOiMvMo,Head to Heart,"3005 W Horizon Ridge Pkwy #201, Henderson, NV 89052, USA",http://www.headtoheartnv.com/,(702) 460-7236,Health,Health,5.0,1,OPERATIONAL,2026-08-24 15:18:46
3964,Heart to Heart Doulas LLC,Heart to Heart Doulas LLC,2024330760,1,Personal Services,5940 S Rainbow Blvd,Las Vegas,Nevada,89118,,ChIJAQCQWRGVyIARqU5-KDFQ3lQ,Heart To Heart LLC,"10040 W Cheyenne Ave, Las Vegas, NV 89129, USA",https://www.hearttoheartspeaks.com/,(702) 756-5477,Establishment,,0.0,0,OPERATIONAL,2026-08-24 15:18:47
3965,Heartly Creations LLC,Heartly Creations,2022318492,1,Graphic Design/Marketing,849 Center St,Henderson,Nevada,89015,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:18:48
3966,Heated Health Green Valley LLC,Perspire Sauna Studio Green Valley,2024329739,1,Personal Services,140 S Green Valley Pkwy,Henderson,Nevada,89012,,ChIJ_V6POTrRyIARtwcAmvT5m4w,Perspire Sauna Studio,"140 S Green Valley Pkwy Ste 122, Henderson, NV 89012, USA",https://www.perspiresaunastudio.com/nv/green-valley/,(702) 819-0044,Health,"Health, Spa",4.9,132,OPERATIONAL,2026-08-24 15:18:48
3967,Heather Bodine,Aesthetic Delights,2019311557,1,E-Commerce and Online Retailer,2702 Cool Lilac Ave,Henderson,Nevada,89052,,ChIJp1hYa5vPyIARL6IrVs50LoE,Elicea Aesthetics,"2530 St Rose Pkwy Ste 130 suite number 8, Henderson, NV 89074, USA",http://www.eliceamedspa.com/,(702) 525-5828,Health,"Health, Spa, Store",5.0,53,OPERATIONAL,2026-08-24 15:18:49
3968,Heather Danielle Jacquart,HJ Photography,2023322509,1,Photography and Videography Sales/Service,2705 Cricket Hollow Ct,Henderson,Nevada,89074,,ChIJiePanGDRyIARaOVAsVOwPTM,JH Photography,"4449 E Sunset Rd, Henderson, NV 89014, USA",https://www.jhphotographyonline.com/,,Establishment,,5.0,1,OPERATIONAL,2026-08-24 15:18:49
3969,Heather L Myers,"MYERS, HEATHER L",2020314476,1,Independent Massage Therapist,2964 DUVERNEY AVE,HENDERSON,Nevada,89044,,ChIJf2b3ZVPOyIARjSmSvv7XRzQ,Mayer Eye Care,"62 N Pecos Rd Ste C, Henderson, NV 89074, USA",http://www.mayereyecarelv.com/,(702) 818-3100,Health,"Health, Store",4.9,221,OPERATIONAL,2026-08-24 15:18:50
3970,Heating & Cooling Supply LLC,Heating & Cooling Supply LLC,2017300187,1,Inter-Jurisdictional Business,4530 Calimesa St,Las Vegas,Nevada,89115,,ChIJN7sNCl7dyIARUmTXRSHaSDQ,Heating & Cooling Supply,"4530 Calimesa St, Las Vegas, NV 89115, USA",https://www.heatingandcooling.com/,(702) 798-1234,Establishment,,5.0,2,OPERATIONAL,2026-08-24 15:18:50
3971,Heaton & Pardo LLC,Pardo Services,2024331584,1,Handyman,276 E Lake Mead Pkwy,Henderson,Nevada,89015,,ChIJAaDvOo7FyIARQA9fbNXlvlE,Brian Bertemati: Allstate Insurance,"276 E Lake Mead Pkwy Ste b, Henderson, NV 89015, USA",https://agents.allstate.com/brian-bertemati-henderson-nv.html?utm_source=GMB&utm_medium=Website,(702) 389-1180,Insurance Agency,Insurance Agency,4.6,41,OPERATIONAL,2026-08-24 15:18:51
3972,"Heavenly Rest, LLC",Holysheets,2025333996,1,Retail Product Sales,1300 W Sunset Rd,Henderson,Nevada,89014,,ChIJfdCCJ8_RyIARn_KqGhz4cR4,HolySheets,"1300 W Sunset Rd Galleria Mall #1717, 1300 W Sunset Rd #2113, Henderson, NV 89014, USA",https://www.holysheetsusa.com/,(702) 844-8293,Home Goods Store,"Home Goods Store, Store",3.4,51,OPERATIONAL,2026-08-24 15:18:51
3973,Heavy Barbershop LLC,Heavy Barbershop LLC,2025333365,1,Barbershops and Cosmetology Establishment,2700 N Green Valley Pkwy,Henderson,Nevada,89014,,ChIJKyM5QgPRyIARxPYn-TpfmmY,Heavy Barbershop,"2700 N Green Valley Pkwy # H2, Henderson, NV 89014, USA",https://heavybarbershop.com/,(702) 435-0200,Hair Care,"Hair Care, Health",5.0,8,OPERATIONAL,2026-08-24 15:18:52
3974,"Hecker, Loryann",Alchemy Esthetics,2013302688,1,Miscellaneous,2490 Paseo Verde Pkwy,Henderson,Nevada,89074,,ChIJhS1quT_NyIARs55UWiLxCIk,Alchemy Beauty Bar,"11201 S Eastern Ave Ste 100, Henderson, NV 89052, USA",https://www.alchemybeautybar.com/,(702) 482-9002,Health,"Health, Spa",5.0,13,OPERATIONAL,2026-08-24 15:18:52
3975,Hector E Juarez,Hector Juarez Construction,2020313550,1,Handyman,6265 McLeod Dr,Las Vegas,Nevada,89120,,ChIJYTjXIQrEyIAROPvzjrWzAio,Hector's Construction LLC,"2624 Westwood Dr, Las Vegas, NV 89109, USA",,(702) 575-0706,General Contractor,General Contractor,3.1,9,OPERATIONAL,2026-08-24 15:18:53
3976,Hector Fernando Gonzalez,HJE Photo Booth,2020314508,1,Inter-Jurisdictional Business,8697 Ancient Creek Ave,Las Vegas,Nevada,89178,,ChIJS0XwgAnFyIARPjYwjlyJFAU,Vintage Vegas Photobooth,"3261 S Highland Dr #614, Las Vegas, NV 89109, USA",https://www.vintagevegasphotobooth.com/,,Establishment,,5.0,342,OPERATIONAL,2026-08-24 15:18:53
3977,"Heerdt Insurance Group, Inc.","Heerdt Insurance Group, Inc.",2017304862,1,Insurance Agency or Adjusting Firm,116 Iridescent St,Henderson,Nevada,89012,,ChIJ38sL-evPyIARy5jqhNT8yD8,Christopher Sutter Insurance Agency Inc,"2850 W Horizon Ridge Pkwy #200, Henderson, NV 89052, USA",,(702) 840-1100,Insurance Agency,Insurance Agency,5.0,3,OPERATIONAL,2026-08-24 15:18:54
3978,Heidi Dutch LLC,HEIDI DUTCH PILATES STUDIO,2022318607,1,Inter-Jurisdictional Business,2911 Abbey Garden CT,North Las Vegas,Nevada,89031,,ChIJr0Z8LwXPyIARRbD0lBbpUms,The Pilates Suite,"10680 Dean Martin Dr #115, Las Vegas, NV 89141, USA",https://www.thepilatessuite.com/,(702) 319-2387,Gym,"Gym, Health",5.0,5,OPERATIONAL,2026-08-24 15:18:54
3979,Heidi H. Enrile LLC,Annex Properties,2019312640,1,Real Estate Business,9550 S Eastern Ave,Las Vegas,Nevada,89123,(702) 485-9956,ChIJNT23DfTNyIAR1Ad9C1zJLws,Annex Properties,"9550 S Eastern Ave, Las Vegas, NV 89123, USA",http://annexpm.com,(702) 485-9956,Real Estate Agency,Real Estate Agency,4.3,17,OPERATIONAL,2026-08-24 15:18:55
3980,Helene Rudolph,Kaleidotoes,2022320231,1,Miscellaneous,149 Barclay Heights Ave,Henderson,Nevada,89015,(781) 820-7385,ChIJC3L4nqDWyIARRO52E8WM3qc,149 Barclay Hts Ave,"149 Barclay Hts Ave, Henderson, NV 89015, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:18:55
3981,Helget Gas Products Inc.,Speedy Fountain Service of Nevada,2015303199,1,Inter-Jurisdictional Business,109 E Brooks Ave,North Las Vegas,Nevada,89030,,ChIJHdEAE43DyIAR8jcVJHwv1uM,Helget Gas - Las Vegas,"109 E Brooks Ave, North Las Vegas, NV 89030, USA",https://www.helgetgas.com/,(866) 814-1554,Establishment,,0.0,0,OPERATIONAL,2026-08-24 15:18:56
3982,Hellbent Cycles LLC,Hellbent Cycles,2023321419,1,Miscellaneous,745 W Sunset Rd,Henderson,Nevada,89011,,ChIJO312TAXRyIARRfA_AFr6WgQ,Hellbent Cycles Las Vegas,"745 W Sunset Rd #7, Henderson, NV 89011, USA",https://m.facebook.com/100094156223012/,(702) 861-6321,Store,Store,5.0,109,OPERATIONAL,2026-08-24 15:18:57
3983,Hello Calm LLC,Hello Calm,2020314489,1,"Social Work, Behavioral Therapy Business",2520 Saint Rose Pkwy,Henderson,Nevada,89074,(702) 381-2192,ChIJvT3LZMPPyIARxM56CTG_mFQ,Hello Calm | Therapy & Counseling,"2520 St Rose Pkwy #214, Henderson, NV 89074, USA",http://www.hellocalm.com/,,Health,Health,4.8,21,OPERATIONAL,2026-08-24 15:18:57
3984,Hello Coaching LLC,Hello Coaching,2022321074,1,Personal Services,2814 Lochbroom Way,Henderson,Nevada,89044,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:18:58
3985,Henderson #1 Handyman LLC,Henderson #1 Handyman LLC,2024331678,1,Handyman,256 Cannes Street,Henderson,Nevada,89015,,ChIJlSbJLwKhTq0RHsnWnhftZe8,N1 Handyman Services,"3241 Dusty Daylight Ct, Henderson, NV 89052, USA",https://www.n1handymanservices.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18343435296903568054,(702) 291-8813,General Contractor,General Contractor,5.0,35,OPERATIONAL,2026-08-24 15:18:58
3986,Henderson Aikido LLC,Henderson Aikido,2011302278,1,Instructional Services,1010 Wigwam Pkwy,Henderson,Nevada,89074,,ChIJz2M9WyrRyIARGgQmqRlkgL4,Henderson Aikido & Yoga,"1010 Wigwam Pkwy Ste 110, Henderson, NV 89074, USA",http://www.hendersonaikido.com/,(702) 719-1177,Gym,"Gym, Health, School",5.0,10,OPERATIONAL,2026-08-24 15:18:59
3987,"Henderson Chamber of Commerce Foundation, Inc.","Henderson Chamber of Commerce Foundation, Inc.",2012300970,1,Non-Profit Registration,400 N Green Valley Pkwy,Henderson,Nevada,89074,,ChIJJ6ZZNpnWyIARHl1sUIsXEqU,Henderson Chamber of Commerce,"400 N Green Valley Pkwy 2nd Floor, Henderson, NV 89074, USA",https://www.hendersonchamber.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,(702) 565-8951,Establishment,,4.6,10,OPERATIONAL,2026-08-24 15:18:59
3988,Henderson Chevrolet Co.,Henderson Chevrolet Co.,"1995036149, 1995036148, 2015300484",3,"Automotive, Car/Automobile Dealership - New, Automobile Rental Agency",240 N Gibson Rd,Henderson,Nevada,89014,(702) 558-2438,ChIJx6wedBnRyIARbrdaO2aohlM,Henderson Chevrolet,"240 N Gibson Rd, Henderson, NV 89014, USA",https://www.hendersonchevy.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB%20posts,(702) 208-9999,Car Dealer,"Car Dealer, Car Repair, Finance, Store",4.2,2770,OPERATIONAL,2026-08-24 15:19:00
3989,Henderson Coronado NV Opco LLC,Coronado Ridge Skilled Nursing & Rehabilitation Center,2025332626,1,Group Care Facility,2855 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJ0e_y_QvOyIAR2hUUVVFAH1U,Coronado Ridge Skilled Nursing and Rehabilitation Center,"2855 W Horizon Ridge Pkwy, Henderson, NV 89052, USA",https://crnursingandrehab.com/,(702) 805-5050,Health,Health,4.3,474,OPERATIONAL,2026-08-24 15:19:00
3990,Henderson Cougars Lacrosse Club,Henderson Cougars Lacrosse Club,2025334411,1,Non-Profit Registration,2732 Watkins Glen Ave,Henderson,Nevada,89052,,ChIJFzOwN0nMyIAR4Etxpx2fHAo,Pirates Lacrosse Club,"675 E Dale Ave, Henderson, NV 89044, USA",https://www.pirateslacrosse.org/contact-us/,(702) 374-7966,Establishment,,0.0,0,OPERATIONAL,2026-08-24 15:19:01
3991,"Henderson Counseling Services, LLC","Henderson Counseling Services, LLC",2020314809,1,"Social Work, Behavioral Therapy Business",1489 W Warm Springs Rd,Henderson,Nevada,89014,,ChIJ6dBsuzrVyIARPuKvdVbtO-A,Henderson Counseling Services,"160 E Horizon Dr Ste A, Henderson, NV 89015, USA",http://www.hendersoncounselingservices.org/,(702) 670-1209,Health,Health,5.0,1,OPERATIONAL,2026-08-24 15:19:01
3992,Henderson Delmar NV Opco LLC,Oasis Nursing & Rehab of Green Valley,"2024331848, 2024331849",2,"Group Care Facility, Barbershops and Cosmetology Establishment",100 Delmar Gardens Dr,Henderson,Nevada,89074,,ChIJ93ybiynOyIARz2IBdGt3h3A,Oasis Nursing & Rehab of Green Valley (Formerly Delmar Gardens),"100 Delmar Gardens Dr, Henderson, NV 89074, USA",https://oasisnursingrehab.com/,(702) 361-6111,Health,Health,4.6,278,OPERATIONAL,2026-08-24 15:19:02
3993,"Henderson EWC, LLC",European Wax Center,2022318391,1,Barbershops and Cosmetology Establishment,10271 S Eastern Ave,Henderson,Nevada,89052,(916) 352-3900,ChIJF-2OaQ7OyIARQySBrYyeeqs,European Wax Center,"10271 S Eastern Ave, Henderson, NV 89052, USA",https://locations.waxcenter.com/nv/henderson/henderson-anthem-0198.html?utm_source=google&utm_medium=search&utm_content=local-listing&utm_campaign=gmb-listing&utm_term=ewc-gmb,(702) 675-7700,Beauty Salon,"Beauty Salon, Hair Care, Spa",4.9,1203,OPERATIONAL,2026-08-24 15:19:03
3994,Henderson Elite FC LLC,Henderson Elite FC LLC,2024331060,1,Management/Marketing/Consulting,2821 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJsxYXJoTNyIARUdbQdqj9FlY,Henderson Soccer Academy - Henderson Nevada Soccer Club,"3137 Degas Tapestry Ave, Henderson, NV 89044, USA",https://hendersonsoccer.com/,(702) 460-2727,Establishment,,5.0,6,OPERATIONAL,2026-08-24 15:19:03
3995,"Henderson Executive Suites, LLC",Premier Business Centers,2016302149,1,Executive Suites,1489 W Warm Springs Rd,Henderson,Nevada,89014,,ChIJ543XjVbQyIARsN0OjnIgQWg,Premier Workspaces,"1489 W Warm Springs Rd #110, Henderson, NV 89014, USA",https://www.premierworkspaces.com/nevada/henderson-augusta-park,(702) 946-6700,Real Estate Agency,Real Estate Agency,4.7,18,OPERATIONAL,2026-08-24 15:19:04
3996,Henderson Honeycomb LLC,Bee Hive Homes of Henderson,2020314369,1,Group Care Facility,1000 Greenway Rd,Henderson,Nevada,89002,,ChIJmUP58mnUyIARjsyaGFXV7Ng,BeeHive Homes of Henderson,"1000 Greenway Rd, Henderson, NV 89002, USA",https://beehivehomes.com/locations/henderson/,(702) 551-0265,Health,Health,5.0,82,OPERATIONAL,2026-08-24 15:19:04
3997,"Henderson Hospitality, LLC",Hampton Inn & Suites,"2021316348, 2021316347",2,"Retail Product Sales, Hotel - Motel",421 Astaire Dr,Henderson,Nevada,89014,,ChIJx37q6_vQyIARb7389TApQUk,Hampton Inn & Suites Las Vegas-Henderson,"421 Astaire Dr, Henderson, NV 89014, USA",https://www.hilton.com/en/hotels/lashnhx-hampton-suites-las-vegas-henderson/?SEO_id=GMB-AMER-HX-LASHNHX,(702) 992-9292,Lodging,Lodging,4.3,1001,OPERATIONAL,2026-08-24 15:19:05
3998,"Henderson Housing, L.P.",Highland Village Apartments,2025332230,1,Apartment House,301 Taylor St,Henderson,Nevada,89015,,ChIJwe3iobjWyIARL9iPCMHMQ5E,Highland Village Apartments,"301 Taylor St, Henderson, NV 89015, USA",,(702) 565-1553,Establishment,,2.1,18,OPERATIONAL,2026-08-24 15:19:05
3999,"Henderson Hydration & Wellness, LLC",Prime IV Hydration & Wellness,2021316999,1,Medical Office,2560 Saint Rose Pkwy,Henderson,Nevada,89074,(702) 901-3538,ChIJvY8Et6XPyIARdq8yXZga9hY,"Prime IV Hydration & Wellness (Henderson, NV)","2560 St Rose Pkwy Ste 130, Henderson, NV 89074, USA",https://primeivhydration.com/locations/nevada/henderson-nv/,(702) 462-6525,Health,"Health, Spa",4.8,152,OPERATIONAL,2026-08-24 15:19:06
4000,Henderson Ice Facility Ops LLC,America First Center in Henderson,2020315062,1,Fitness/Health Studios,222 S Water St,Henderson,Nevada,89015,,ChIJf9HXhjPXyIAR4lk78TRuLZo,America First Center,"222 S Water St, Henderson, NV 89015, USA",https://www.americafirstcenter.com/,(725) 201-3032,Establishment,,4.7,631,OPERATIONAL,2026-08-24 15:19:06
