entity_name,license_numbers,dba_names
NATIONAL FOOTBALL LITTLE LEAGUE,2002304961,NATIONAL FOOTBALL LITTLE LEAGUE
NATIONAL LATINO PEACE OFFICERS ASSOCIATION,2014300943,NATIONAL LATINO PEACE OFFICERS ASSOCIATI
NATIONAL LEARNING FOUNDATION,2001004354,NATIONAL LEARNING FOUNDATION
NATIONAL ONE TAX ADVISORS,2013300660,National One Tax Advisors
NATIONAL UNIVERSITY,2004302190,NATIONAL UNIVERSITY
"NATIONWIDE CAPITAL SERVICES, LLC",2019311252,Structured Settlement
"NATURAL ALTERNATIVES, LLC",2018308338,"Natural Alternatives, LLC"
NATURAL SURFACE SOLUTIONS LLC,2019310113,NATURAL SURFACE SOLUTIONS
NAYAK LLC,2019311817,NAYAK LLC
NB GROUP LLC,2016300123; 2016300124,BIG B'S TEXAS BBQ
NBC Distribution Holder LLC,2023321472,NBC Distribution Holder LLC
"NBC Operations, LLC",2014301867,Green Valley Neck and Back Clinic
NBH Professional Services LLC,2015301438,NBH 4 DMV
NBH Solutions LLC,2025333619,NBH Solutions LLC
NCR Voyix Corporation,2011300115,NCR Voyix Corporation
NCS Nevada LLC,2024329771,NCS Nevada LLC
"NEGRON, VICTOR",1999047319,TRU-CLEAN OF NEVADA
"NELLIS BUILDING MATERIALS, INC.",2015303110,NELLIS BUILDING MATERIALS INC
"NEPTUNE MOBILE WASH, LLC",2018308355,"Neptune Mobile Wash, LLC"
"NET CORE TECHNOLOGIES, INC.",2017300510,"NET CORE TECHNOLOGIES, INC."
"NETWORK INNOVATIONS, INC",2019310810,"NETWORK INNOVATIONS, INC"
NEVADA AFFORDABLE HOUSING ASSISTANCE CORPORATION,2012300474,NEVADA AFFORDABLE HOUSING ASSISTANCE
NEVADA AIRCRAFT ENGINE LLC,2002302418,NEVADA AIRCRAFT ENGINE LLC
NEVADA BEVERAGE CO.,2020314947,NEVADA BEVERAGE CO.
NEVADA BLIND CHILDREN'S FOUNDATION,2018307559,Nevada Blind Children's Foundation
NEVADA CANCER INSTITUTE,2010301667,NEVADA CANCER INSTITUTE
NEVADA CHILDHOOD CANCER FOUNDATION,2010302718,NEVADA CHILDHOOD CANCER FOUNDATION
"NEVADA COALITION AGAINST SEXUAL VIOLENCE, INC.",2009302840,NEVADA COALITION AGAINST SEXUAL VIOLENCE
"NEVADA DESERT REALTY, INC",2015301474,"NEVADA DESERT REALTY, INC"
"NEVADA DETAIL, LLC",2022318378,"Nevada Detail, LLC"
NEVADA DIABETES ASSOCIATION FOR CHILDREN & ADULTS,2011300520,NEVADA DIABETES ASSOCIATION FOR CHILDREN
"NEVADA H.A.N.D., INC.",2004301911,Townsite Apts
NEVADA INCORPORATORS & REGISTRATION SERV,2009303623,NEVADA INCORPORATORS & REGISTRATION SERV
NEVADA INDEPENDENT INSURANCE AGENTS,2020313717,NEVADA INDEPENDENT INSURANCE AGENTS
"NEVADA INTERNATIONAL LICENSE PLATE SOCIETY, LTD.",2006300993,NEVADA INTERNATIONAL LICENSE PLATE SOCIE
"NEVADA PARALYZED VETERANS OF AMERICA, A NONPROFIT CORPORATIO",2014302613,NEVADA PARALYZED VETERANS OF AMERICA
"NEVADA PARTNERS, INC",2006305148,"NEVADA PARTNERS, INC"
NEVADA PARTNERSHIP FOR HOMELESS YOUTH,2004302192,NEVADA PARTNERSHIP FOR HOMELESS YOUTH
NEVADA READY MIX CORPORATION,2005304135,Nevada Ready Mix Corporation
"NEVADA REALTY CONNECTION, INC.",2015300871,"NEVADA REALTY CONNECTION, INC."
"NEVADA SENIOR SERVICES, INC.",2008304512,ADULT DAY CARE CENTER OF HENDERSON
NEVADA TENNIS ASSOCIATION,2011300860,NEVADA TENNIS ASSOCIATION
"NEVADA TITLE AND PAYDAY LOANS, INC.",2015303085,"NEVADA TITLE AND PAYDAY LOANS, INC."
NEVADA YOUTH ATHLETICS,2010301657,NEVADA YOUTH ATHLETICS
NEVADA YOUTH ATHLETICS INC.,2010301279,NEVADA YOUTH ATHLETICS INC.
"NEVADAPURE, LLC",2016300873,"NEVADAPURE, LLC"
NEW BEGINNINGS ACADEMY,2012301343,NEW BEGINNINGS ACADEMY
"NEW VISTA RANCH, INC.",2008300913,"NEW VISTA RANCH, INC."
"NEW WINGS, INC.",2015302343,"NEW WINGS, INC."
"NEW WORLD ASSOCIATES, INC.",2015302774,HAPPY HEALTH SERVICES
NEW WORLD AUDIO INC.,2022319845,New World Audio Inc.
NEXGEN NAIL BAR LLC,2021316485; 2021316486,Nexgen Nail Bar; NEXGEN NAIL BAR
NEXT GENERATION ELITE,2016301573,NEXT GENERATION ELITE
NEXT GENERATION MAINTENANCE LLC,2019311830,NEXT GENERATION MAINTENANCE LLC
NEXTLOOK LLC,2021316758,NEXTLOOK LLC
NEXTWATCH LLC,2017300549,NEXTWATCH
"NGO & CAMPANA, O.D. LLC",2018309263,Golden Eyes Optometry
"NGP Klondike, LLC",2018309173; 2018309174,Klondike Sunset Casino
"NGP Slots, LLC",2024330844,NGP Slots
"NGUYEN, HUONG THI",2005305376,ROSE NAILS SPA
"NGUYEN, NGA",2008302600,LA NAILS
"NGVP, L.L.C.",2000058239,Pacific Island Apartments
NHC Communications,2026335639,New Horizons Communications Corp.
NHM MP SRP,2025331979,My Place Hotels Henderson Nevada
"NHM UV, LLC",2026335754,Home2 Suites by Hilton Las Vegas Henderson
NHouse Content LLC,2024329440,NHouse Content LLC
NIK TRANS CO LLC,2017306333,NIK TRANS CO LLC
NIRVANA XP INC.,2014303522,NIRVANA XP
NJ Spa LLC,2013300493,Nail Envy
NK & AI Enterprises LLP,2022320649,A Modern Medicine
NKDHC (Rudnitsky) PLLC,2021317084; 2015300124,NKDHC
NKLV,2014301373,NKLV
"NKNAC Medical, PLLC",2026336008; 2026336009; 2026336037,The Refinery Wellness and Aesthetics
NLCuasay LLC,2024330776,Vegas Home Health Partners
NLF LLC,2017305565,Transformers Landscaping
NMIB LLC,2024331899,NMIB LLC
NMJ LLC,2022320271,NMJ LLC
NMV EXPEDITION INC.,2019311366,NMV EXPEDITION INC.
NNK INVESTMENTS LLC,2022320813,Marcos Pizza 7417
"NOBLE TREE SERVICE, INC.",2005305270,"NOBLE TREE SERVICE, INC."
NOMAD AUTO SALES LLC,2017306410,Nomad Auto Sales LLC
"NORDSTROM, INC.",2011302406,"NORDSTROM, INC."
NORITSU AMERICA CORPORATION,2015302928,NTS TECHNICAL SERVICES
NOVA77 STEM WORKSHOP,2019312246,NOVA77 STEM WORKSHOP
"NOVUS Architecture, LLC",2024329712,NOVUS Architecture & Interiors
NP Gold Rush LLC,2011302174; 2011302193,WILDFIRE SUNSET; Wildfire Sunset
NP LML LLC,2011302176; 2011302189; 2011302194,WILDFIRE CASINO LAKE MEAD; Wildfire Casino Lake Mead
NP Magic Star LLC,2011302178; 2011302191; 2011302196,Wildfire Casino - Boulder
NP Sunset LLC,2011302179; 2011302181; 2011302177; 2011302190; 2011302195,Sunset Station Hotel & Casino
NPC ENERGY LLC,2026336146,NPC ENERGY LLC
NPL CONSTRUCTION CO.,2015302909,NBC NATIONAL BARRICADE CO
NRC Engineers Incorporated,2023323180,NRC Engineers Incorporated
"NRI USA, LLC",2023322130,NRI Distribution
NSA VEGAS LLC,2018308220,NSA Vegas LLC
"NSUROUTLET, INC",2012309432,"NSUROUTLET, INC"
NTDV LLC,2024330332,Jazz Nails Lounge
"NU SMILES, LLC",2019311497,SMILE HORIZONS DENTISTRY
NUVIS,2005305369,NUVIS
NV 3480 Partners LLC,2016301482,Evergreen Organix
NV APPRAISERS LLC,2019311563,NV APPRAISERS LLC
NV Behavioral Health Services LLC,2021317113,NV Behavioral Health Services
NV Dental Partners LLC,2019309838,NV Dental Partners LLC
"NV EXCEPTIONAL HOMES, LLC",2021316226,"NV EXCEPTIONAL HOMES, LLC"
"NV GC, LLC",2021318191,Golden Corral
NV Hobby LLC,2025333216,Friendly Hobbies
NV Inspection Services LLC,2022321253,NV Inspection Services LLC
NV LOCKSMITH LLC,2018309042; 2018309043,NV Locksmith LLC
"NVBT OHANA, A NOT FOR PROFIT CORPORATION",2020314789,"NVBT OHANA, A NOT FOR PROFIT CORPORATION"
"NVGRE Donut, Inc.",2019310097; 2019310098,Dunkin Donuts
"NVHCA PERRY FOUNDATION, INC.",2017304489,Perry Foundation Academy of Health
"NVHLM, LLC",2025334446,Crunch Fitness
"NVHWP, LLC",2025334264,Crunch Fitness
NVRH LLC,2017304316,NEVADA RECYCLING / HENDERSON
NXS Street Machines LLC,2023321456,NXS Street Machines LLC
Naan and Curry 2 LLC,2022321182; 2023321439,Naan and Curry
"Nabisix, LLC",2025334103,Nabis
"Nacho Daddy, LLC",2021316478; 2021316479,Nacho Daddy
"Nada Nuf, Inc.",2013301170,Primerica - McCrummen
Nadine Bleeker M.S. Ltd.,2026334675,"Nadine Bleeker, M.S. Ltd."
Nahas Motorcars LLC,2018308755,Nahas Motorcars
Nahas Realty LLC,2019312478,Nahas Realty & Investments
Nahum Hernandez Sr.,2021317101,Wax-Up Auto Detailing
Nail Corner LLC,2024330323,Nail Corner
Nail Star Spa LLC,2026334724,Nail Star
Nailed it Beauty Spa LLP,2023321690,Nailed it Beauty Spa
Naked Skinn Studio LLC,2021317157; 2021317158,Naked Skinn Studio
"NakedMD Kung, PC",2025332743; 2025332744,NakedMD
Nakedcore LLC,2026335924,Nakedcore
"Nancy Cordes, Inc.",2008304169,"Nancy Cordes, Inc."
Nancy M Clark,2023323385,Mending Roots
Nancy Rouas,2024330141,Petting Zoo 2U
"Naphcare, Inc.",2018308228,"Naphcare, Inc."
Narine Shihada Hayek,2026335418,Health by Nareen
Natalie Gertz,2022320032,Catlandia Crafts
Natalie K9 Inc.,2025333707,Natalie K9 Inc.
Nathan Burnett,2026334996,A Pane in My Glass
Nathan D. Schwartz DDS LLC,2007303110,Henderson Family Dental
Nathan Wade Kamo,2022319584,KAMO INSURANCE AGENCY
"National Entertainment Network, LLC",2006304886,Sugarloaf Creations
"National Foundation for Advancement in the Arts, Inc.",2020313542,"NATIONAL FOUNDATION FOR ADVANCEMENT IN THE ARTS, INC."
National Nuclear Energy Healthcare LLC,2022320704,National Nuclear Energy Healthcare LLC
"National Polytechnic College, Inc.",2025332888; 2025332889,NPCollege
"National Seating & Mobility, Inc.",2010302536,"National Seating & Mobility, Inc."
National Sports Consulting Agency LLC,2024330543,NSCA
"Nations Direct Mortgage, LLC",2024329855,"Nations Direct Mortgage, LLC"
Nationwide Corporate Services Inc.,2013302285,Nationwide Corporate Services Inc.
Nationwide Perfusion Care Services LLC,2020313958,Nationwide Perfusion Care Services LLC
"Nationwide Power Solutions, Inc.",2006301290,"Nationwide Power Solutions, Inc."
Native Co. Consulting LLC,2024329592,Native Co. Consulting LLC
Native Vegas LLC,2021317333; 2022319994; 2021317335; 2023322158,The Cask
Nattie's Thai Kitchen LLC,2022319509,Nattie's Thai Kitchen
Natural 21 Game Lounge LLC,2025332945; 2025332946,Natural 21 Game Lounge
Natural Medicine L.L.C.,2023329130,Green Distro
Natural Twenty Games LLC,2019311913,Natural Twenty Games
"Naturopathic Nevada, LLC",2022319363,"Naturopathic Nevada, LLC"
"Nautilus Xray, Inc.",2023329271,"Nautilus Xray, Inc."
Nav Dhillon,2013301390,"Dhillon, Nav"
Navona Square Ventures LLC,2021315884,Navona Square Ventures LLC
Navvee Law LLC,2023323365,Navvee Law LLC
Navy Federal Credit Union,2013302286; 2013302587,NAVY FEDERAL CREDIT UNION 5536; NAVY FEDERAL CREDIT UNION
Nawat LLC,2019312162,American Central Collision Center
Nayla America Jimenez-Garcia,2024330047,Pet Harmony Pet Services
"Ndb3 Consulting, LLC",2021317058,NDB3 Consulting
Neal Waters Mark Forsstrom Insurance & Financial Services LLC,2007302463,Neal Waters Mark Forsstrom Insurance & Financial Services
Neal's Family Foods Inc.,2018308081,Neal's Family Foods Inc.
"Nearco Transaction Advisors, LLC",2021316113,"Nearco Transaction Advisors, LLC"
Neesa Leele Vang,2026334524,Pash Plug
Neffwell Inc.,2022319673,Infuze Wellness
Neighborhood Clinic,2022320933,Neighborhood Clinic
"Neighborhood Loans, Inc.",2023322622,"Neighborhood Loans, Inc."
Neighbors Helping Neighbors,2021317420,Neighbors Helping Neighbors
Neighbors Hospitality LLC,2016300246; 2016300247,The Great Greek Mediterranean Grill
"Nemis Insurance Agency, LLC",2021316166,Virtuous Insurance Agency
Neometrx. Inc.,2017306401,Neometrx. Inc.
Neon Valley Vending LLC,2026336144,Neon Valley Vending LLC
Neptune Management Corp.,2025334483,Neptune Society
"NetCarrier Telecom, Inc.",2024330249,"NetCarrier Telecom, Inc."
"NetEffect, LLC",2025332347,NetEffect
Netwolves Network Services LLC,2023322799,Netwolves Network Services LLC
"Network Security Associates, Inc.",2015301413,Network Security Associates
"Network with Sarah, LLC",2024330508,"Network with Sarah, LLC"
"Neutral Tandem-Nevada, LLC",2020314360,"Neutral Tandem-Nevada, LLC"
"Nevada AK, Inc.",2016300248; 2015303644; 2016301190; 2015303643; 2016301185; 2016301204; 2016301186; 2015303734; 2015303733; 2016300326; 2016301189; 2016301184; 2016300249; 2023322795,Rebel; Rebel 6197
Nevada Anesthesia Consortium PLLC,2023329247,Mojave Mountain Anesthesia
Nevada Awareness Institute,2024329890,Nevada Awareness Institute
"Nevada CVS Pharmacy, L.L.C.",2006304834; 2008301954; 2006302723; 2006302768; 2006302767; 2006305143; 2008301953; 2006302769; 2006302770; 2006302724,CVS Pharmacy #9770; CVS Pharmacy #0121; CVS/Pharmacy #8787; CVS/Pharmacy #8795; CVS/Pharmacy #8822
Nevada Care Services LLC,2022318646,Nevada Caregiving Services
Nevada Caregivers Agency LLC,2015300977,Nevada Caregivers Agency
"Nevada Casa Association, Inc.",2020314016,Nevada Casa Association
Nevada Child Seekers Merging Corporation,2011300066; 2011301548,NEVADA CHILD SEEKERS; NEVADA CHILD SEEKERS MERGING CORPORATION
Nevada Clean Water LLC,2025332376,Nevada Clean Water
Nevada Coalition to end Domestic and Sexual Violence,2024330858,Nevada Coalition to End Domestic and Sexual Violence
"Nevada Community Management, LLC",2021317132,Nevada Community Management
Nevada Conservation League,2022320823,Nevada Conservation League
"Nevada Convenience, LLC",2020314925; 2020314924,7-Eleven 39431
Nevada Coverage Group LLC,2025333501,Courtney Leaver-Durante Insurance
Nevada Craft Brewers Association,2016301457,Nevada Craft Brewers Association
Nevada Crystal Premium LLC,2017304670,Nevada Crystal Premium
Nevada DJ Services LLC,2022320965,Nevada DJ Services LLC
"Nevada Dental Professional, Quirt, Kruyer, PC",2011301733; 2012309678; 2023321502; 2026335516,Galleria Dental; Center for Cosmetic and Family Dentistry; Sunstone Dental Care; Discover Smiles Dental
"Nevada DragonRidge, LLC",2014300612; 2014300616; 2014300613; 2019311298; 2014300614,DragonRidge Country Club; Dragonridge Country Club
"Nevada East Investments, Inc.",2007301844,Horizon Village Square Car Wash
"Nevada Estate Planning and Probate, LLC",2024331698,Jeffrey Burr
Nevada Family Law Group LLC,2016302619,Nevada Family Law Group LLC
Nevada Fine Wine & Spirits LLC,2010302000; 2010301998; 2019312302,Total Wine & More
Nevada Firearm and Safety Training LTD,2024330807,Nevada Firearm and Safety Training LTD
Nevada Fleet Services LLC,2020314392,Nevada Fleet Services LLC
Nevada GrantLab,2023321363,Nevada GrantLab
"Nevada Health Centers, Inc.",2015302250; 2018307520,"Nevada Health Centers, Inc."
Nevada Health Co-Op,2013303553,NEVADA HEALTH CO-OP
Nevada Health Tanita PLLC,2020314960,Henderson Women's Care
"Nevada Hearing & Balance Center, LLC",2010300488; 2010300487,Hearing & Balance Doctors of Nevada
Nevada Heart and Vascular Center (Resh) LLP,2017306059; 2022319892; 2011302210; 2025334190,Nevada Heart and Vascular Center
Nevada Home Care LLC,2022318455,American Legacy Home Care
Nevada Hotel and Lodging Association,2014302708,Nevada Hotel and Lodging Association
Nevada Insight LLC,2025332098,Nevada Insight LLC
Nevada Lawn Care Inc Inc.,2023322103,Nevada Lawn Care Inc Inc.
Nevada Limb & Brace LLC,2020313558,Nevada Limb & Brace LLC
Nevada Marble Restoration LLC,2015302196; 2013300512,Nevada Marble Restoration LLC
"Nevada Mental Care, LLC",2021318231,"Nevada Mental Care, LLC"
Nevada Micro-Enterprise Development Corporation,2013301224,NEVADA MICROENTERPRISE INITIATIVE
Nevada Old-Time Fiddlers Association,2011302042,NEVADA OLD-TIME FIDDLERS ASSOCIATION
Nevada Pari-Mutuel Association,2008301423,Nevada Pari-Mutuel Association
Nevada Pharmacy Alliance,2020314746,Nevada Pharmacy Alliance
"Nevada Pic-A-Part, LLC",2017304314,Nevada Pic A Part
Nevada Polygraph Professionals LLC,2024330879,Nevada Polygraph Professionals LLC
Nevada Property Diversified Services L.L.C.,2025332602,Nevada Property Diversified Services L.L.C.
"Nevada Restaurant Services, Inc.",2018308723; 2016301136; 2013303032; 2012301303; 1998039019; 1996040762; 2018308412; 2015301730; 2017305479; 2004301536; 2021316709; 2013303031; 2018308722; 2003300546; 2012301305; 2016301138; 2016301139; 2017305480; 2015301731; 2018308413; 1800040041; 2004301537; 2017304864; 2018307338; 2021316711; 2017304863; 2022320627; 2022320629; 2024331870; 2024331872; 2025333630; 2025333632,Dotty's #177; Points Casino #131; Dotty's #93; Dotty's #76; Dotty's #8; Dotty's #5; Bourbon Street Sports Bar #163; La Villita #117; Bourbon Street Sports Bar #153; Dotty's #19; Red Dragon Sports Bar #210; Dotty's #208; Dotty's #206; Dotty's #229
Nevada Restoration & Carpet Care LLC,2021316177,Nevada Restoration & Carpet Care
"Nevada Rush Foundation, Inc.",2017305078,"Nevada Rush Foundation, Inc."
Nevada School of Professional Studies LLC,2022318426,Nevada School of Professional Studies LLC
Nevada Science Center,2021316175,Nevada Science Center
"Nevada State Title, LLC",2014300440,Nevada State Title
Nevada Technical Associates Inc.,2011302263,Nevada Technical Associates Inc.
Nevada Therapy Solutions LLC,2023323393; 2023323394,Nevada Therapy Solutions
Nevada Tree Services LLC,2023322155,Henrie Tree Service
"Nevada Water Trucks, LLC",2017304310,NWTEC Environmental
"New American Funding, LLC",2023322691,Home Sweet Home Loan Servicing
"New Beginnings Highest Heights, Inc.",2009303689,"New Beginnings Highest Heights, Inc."
New Beginnings Hospice Inc.,2025333321,New Beginnings Hospice Inc.
"New Castle Realty and Property Management, LLC",2022320094,"New Castle Realty and Property Management, LLC"
"New Century Rehabilitation, LLC",2015302488; 2015302447,ATI Physical Therapy
New Cingular Wireless PCS,1997TC0030,New Cingular Wireless PCS
"New Cingular Wireless PCS, LLC",2007304782; 2006302911; 2021316947; 2026334838,AT&T Mobility
New Era Athletics LLC,2025333023,New Era Performance & Recovery
"New Home Resource, LLC",2018307828,New Home Resource
"New Homes Research, Inc.",2021317366,New Homes Research
New Moon LLC,2022319568,La Luna Tea and Dessert Bar
New Phase Mental Health LLC,2025333005,New Phase Mental Health
"New RCI Holdings, Inc.",2025332277; 2025332278,Regal Sunset Station
New Star LGH LLC,2022319261,Lotus Massage
"New Trail Games, LLC",2025334121,"New Trail Games, LLC"
"New Wave Enviro Products, Inc.",2017304430,"New Wave Enviro Products, Inc."
"NewPoint Business Group, LLC",2026334575,"NewPoint Business Group, LLC"
"Newage Lake Las Vegas, LLC",2013300022; 2013300023; 2013300024; 2013300025; 2013300026,Hilton Lake Las Vegas Resort and Spa
Newtech Gym LLC,2025333745,Newtech Gym
"Nexeo Staffing, LLC",2023321449,"Nexeo Staffing, LLC"
Next Chapter Therapy LLC,2016301422,Next Chapter Therapy LLC
Next Generation EDU LLC,2025333855,Next Generation EDU LLC
NextGen Horizon Foundation,2025333010,NextGen Horizon
NextStep Ministries,2012301314; 2012309583,NEXTSTEP MINISTRIES; NEXTSTEP MINISTRIES CLEAN & SOBER LIVING
"NextStep Technology Solutions, LLC",2013300269,"NextStep Technology Solutions, LLC"
"Nextgen Associates, Inc.",2020314844,Servicemaster Restoration by EMT
Nextgenclaw LLC,2026335846,Nextgenclaw LLC
"Nextiva, Inc",2015300576,"Nextiva, Inc"
Nexus Energy L.L.C.,2015302307; 2015302306; 2015302308,Arco AM/PM #42917
Nexus Gaming LLC,2022318996,Nexus Gaming LLC
Nica Car Dealer LLC,2025331945,Nica Autos Sales
Nice & Clean Corporation,2021317171,Nice Cleaning Services
Nice Nice Bite,2024331415,Nice Nice Bite
Nicholas Garcia,2026335930,NXC Collectibles
Nick of Time Services LLC,2024330956,Nick of Time Services
Nicklin Community Management Services LLC,2017300236,Nicklin Community Management Services LLC
"Nicklin Property Management & Investments, Inc.",2005306672,"Nicklin Property Management & Investments, Inc."
Nico's Eats LLC,2024329749,Nico's Eats
Nicole D Shupp,2022318506,Farm Girl Candles
Nicole E. Hudson & Associates LLC,2026335943,Nicole E. Hudson & Associates LLC
Nicole Marie Hess,2025332308,NDQ Services
Nicole Platt,2026335461,Nicole Platt
Nicole Stephens,2025333980,Spotlight Creative Arts
Nightmare on DMV St LLC,2026335099,Nightmare on DMV St LLC
Nika Asistio APRN PLLC,2026334635; 2026334974,Nika Asistio APRN PLLC
"Nikkala Business Centers, LLC",2025332688,NVision Business Center
NimbleFish Limited Co.,2026335637,Integrative Wellness Clinic of Nevada Henderson
Ninja Fit Meals LLC,2016302909,Foodie Fit
"Nino, Inc",2005302959,Day & Night Blinds
Ninush LLC,2025332344,Ninush LLC
"Ninyo & Moore, Geotechnical Consultants",1997039479,Ninyo & Moore
Nita Andrieu,2024329728,Nita Andrieu
"Nitin J. Engineer, MD Plastic Surgery, PLLC",2024329569; 2024329637,Engineered Aesthetics Plastic Surgery Institute
Nix Rockstar Garage LLC,2018308202,Nix Rockstar Garage LLC
No BS Express LLC,2024331058,No BS Express LLC
"No Collateral Bail Bonds, inc.",2022319728,"No Collateral Bail Bonds, inc."
"No Slip NV, LLC.",2021317115,"No Slip NV, LLC."
"Noble Event Rentals, LLC",2025333568,"Noble Event Rentals, LLC"
"Noboru, Inc.",2002302573; 2003300581,Osaka Japanese Bistro
Noctua Aesthetics LLC,2024330573,Noctua Aesthetics
"Noel Reid, LCSW LLC",2022320073,"Noel Reid, LCSW LLC"
Noemi Elaine Manalaysay,2021318095; 2021316819,Art in Beauty; Art in Beautfy
Noni Hayman,2019310966,BALANCED NP SERVICES
Nooch Jadjuabsint,2025332674,Nooch Jadjuabsint
"Noosh, LLC",2025332008,"Noosh, LLC"
Norine M. Running,2025333620,Norine M. Running
North American Financial Corp,2010302919,North American Financial Corp
North American Realty of Nevada,2016302912,North American Realty of Nevada
North Restaurants LLC,2024330087; 2024330088,North Italia
North Star Defense,2022319532,North Star Defense
"Northbound, LLC",2008301617,"Northbound, LLC"
Northstar Technology Group LLC,2025334276,Northstar Technology Group
Northumberland LMG Corporation,2013302513; 2017305056; 2003303158; 2003303160,Chips and Clips; Skyline Casino
"Norton Consulting & Investigations, LLC",2025332465,"Norton Consulting & Investigations, LLC"
Nostalgic Traveling Teacher LLC,2024330696,Nostalgic Travel
"Not Always Right, LLC",2020315240,"Not Always Right, LLC"
"Notary Nook, LLC",2025333235,"Notary Nook, LLC"
"Nourished, LLC",2026336262,"Nourished, LLC"
"Nova Labs, Inc.",2026334633,Helium Mobile
Nova Lorson,2012300547,"LORSON, NOVA"
"Nova Southeastern University, Inc.",2026335040,Nova Southeastern University
Nova Status LLC,2024331233,Sharkey's Cuts for Kids
Nova Therapy LLC,2025332181,Nova Therapy LLC
NovaCube Inc.,2024331469,NovaCube Inc.
Novarax LLC,2025333754,Novarax LLC
"Noy Property Services, LLC.",2013303160,"Noy Property Services, LLC."
NuCanvas Aesthetics and Wellness Center PLLC,2023321303,NuCanvas Aesthetics and Wellness Center PLLC
"NuMe, Inc",2025332637,"NuMe, Inc"
"NuWave Communications, Inc.",2017305612,"NuWave Communications, Inc."
Nublu Sport and Logo Wear Inc.,2017304928,Nublu Sport and Logo Wear
"Nuclear Care Partners, LLC",2014300560,"Nuclear Care Partners, LLC"
Nuclear Fixin' LLC,2026335542,Nuclear Fixin' LLC
Nugent L.L.C.,2013301361; 2005306521; 2013301360; 2002304324,Great Clips
Nunez Foods LLC,2021316705; 2019311281,Shanghai Fresh; Sweetly Twisted
Nunezbarbershop LLC,2025332007,Lucky Cuts Barber Shop
"Nursecore Management Services, L.L.C.",2020314592,Nursecore of Las Vegas
Nutchanat Em-och Duangsima,2023323019,"Duangsima, Nutchanat Em-och"
Nutmeg LV LLC,2025334108; 2025334109,Nutmeg Indian Eatery
Nutraflo USA Inc,2023322444,Nutraflo USA Inc
Nutrishop Inc.,2015300270,Nutrishop Inc.
Nxtgen Restoration LLC,2026334667,Nxtgen Restoration LLC
Nye Natural Medicinal Solutions LLC,2023322061,Nye Natural Medicinal Solutions LLC
O'CALLAGHAN RESOURCE INTEGRATED ONCOLOGY NETWORK,2012301382,ORION
"O'Gara Bissell Photography, LLC",1800039932,"O'Gara Bissell Photography, LLC"
O'Neil Pest Control LLC,2023322312,O'Neil Pest Control LLC
"O'Reilly Auto Enterprises, LLC",1990007773; 2013303518; 2000055903; 2016302199,O'Reilly Auto Parts #2655; O'Reilly Auto Parts #4600; O'Reilly Auto Parts #3201; O'Reilly Auto Parts #5568
"O.R.B. Restaurant & Tavern, LLC",2007301056; 2007301184,Fireside Restaurant & Tavern
"O3 Green Global Solutions, LLC",2023322602,Property Pros
OA The Golden Reserve LLC,2026335899,OA The Golden Reserve LLC
OAKWOOD MANAGEMENT COMPANY LP,2002303699,OAKWOOD MANAGEMENT COMPANY LP
"OASIS AUTO SPA, LLC",2006300046,"OASIS AUTO SPA, LLC"
OCD CAR CARE,2022319116,OCD CAR CARE
OCEAN WENTZ ENTERPRISES INC.,2017305973,GEM MOTORCARS
"OCHOA, CYNTHIA",2012308627,REIKI'S HEALING SYNERGY
"OCMI, Inc.",2014301750,"OCMI, Inc."
"OEHMAN, GUNNER",2004305267,PIXMEDIA
OFFICENEST,2019309805,OFFICENEST
"OG Commercial Maintenance, LLC.",2020315425,Spot Free
"OGDEN FOUNDATION, THE",2016303362,"OGDEN FOUNDATION, THE"
"OH, JUNG H AND BENTON, MI OK",2006300803,Sunflower Cleaners
OK Landscaping Inc,2020314353,OK Landscape
"OL Henderson, LLC",2023321889,OrthoLazer Henderson
OM Prelude LLC,2022318656,Prelude at the Park Apartments
"OMFS SURGERY CENTER, LLC",2014302153,"OMFS SURGERY SERVICES, LLC"
ONE NEVADA CREDIT UNION,2011302786,ONE NEVADA CREDIT UNION
ONE60 APARTMENTS LLC,2018309129,One60 Apartments
ONSITE WILDLIFE REMOVAL L.L.C.,2017305429,ONSITE WILDLIFE REMOVAL L.L.C.
OPD LLC,2021316865; 2021316866,Prosecco Italian Osteria
OPPORTUNITY VILLAGE FOUNDATION,2007301568,OPPORTUNITY VILLAGE
"ORANGE CARPET CLEANING, LLC",2006303166,"ORANGE CARPET CLEANING, LLC"
ORANGE COUNTY TOP TENNIS,2014301189,ORANGE COUNTY TOP TENNIS
ORBO Investments LLC,2026335478,Smart Modern Vending
"ORGANIC EDIBLES LAS VEGAS, INC.",2014300732,"ORGANIC EDIBLES LAS VEGAS, INC."
ORTIZ SERVICES LLC,2017300418,ORTIZ SERVICES
"ORTIZ, MATTHEW",2015303386,S & M METAL WORKS
OS Consulting LLC,2023321738,OS Consulting
"OS SalesCO, LLC",2026334807,Omaha Steaks
OSCAR O'KEEFE JR,2014303593,OSCAR O'KEEFE ARCHITECT
"OT Medical Nevada, PLLC",2026335608,OrangeTwist
OTOMIX INC,2014301923,OTOMIX
OUIGEE LLC,2025334099,Steveoscookies
OUR LITTLE WORLD TREATMENT CENTER LLC,2018309091,OUR LITTLE WORLD TREATMENT CENTER LLC
OVIST & HOWARD,2008302285,"OVIST & HOWARD, CPA'S"
