LicenseNumber,EntityName,DBA,BusinessLocation,City,State,ZipCode,BusinessPhone,OriginalIssueDate,ExpirationDate,LicenseType,LicenseSub-Type,BusinessDescription,PrimaryJurisdiction,CityofHenderson,CityofLasVegas,CityofNorthLasVegas,ClarkCounty,BillingAddress1,BillingAddress2,BillingCity,BillingState/Province,BillingZipCode
2022320488,"BELL PHOTOGRAPHERS, INC.","Bell Photographers, Inc.",3069 E Post Rd,Las Vegas,Nevada,89120,,03/08/2023,09/30/2026,Gross Revenue,Photography and Videography Sales/Service,School photography,City of Henderson,Yes,No,No,No,2121 E Bell Lane,,Ogden,UT,84405
2022320489,"Avanti Group, Inc",Avanti Green,2831 St Rose Pkwy,Henderson,Nevada,89052,(702) 527-2111,11/10/2022,11/30/2026,Property Maintenance,Cleaning Services,"Established in 2011, Avanti Green provides healthy and non-toxic living cleaning services for homes and commercial properties.",City of Henderson,Yes,No,No,No,2831 St. Rose Pkwy.,200,Henderson,NV,89052
2022320491,Capital Advisors Inc.,Capital Advisors Inc.,871 Coronado Center Dr,Henderson,Nevada,89052,,10/03/2022,10/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,We advise clients on their investments and general finances.,City of Henderson,Yes,No,No,No,2222 S Utica Pl,300,Tulsa,OK,74114
2022320492,"Volunteer Self Storage, LLC",All Storage,3560 Volunteer Blvd,Henderson,Nevada,89044,,10/03/2022,10/31/2026,Automobile Rental Agency,Automobile Rental Agency,Applying to add a U-Haul rental dealership to the property,City of Henderson,Yes,No,No,No,10755 Scripps Poway Pkwy,428,San Diego,CA,92131
2022320493,"Land Development Associates, LLC","Land Development Associates, LLC",7201 W Lake Mead Blvd,Las Vegas,Nevada,89128,,01/11/2023,01/31/2027,Management/Marketing/Consulting,Management/Marketing/Consulting,Land Development Associates provides entitlement services to owners of real property.,City of Henderson,Yes,No,No,No,7201 W Lake Mead Blvd,245,Las Vegas,NV,89128
2022320495,TLC SNF Operations LLC,TLC Care Center,1500 W Warm Springs Rd,Henderson,Nevada,89014,,10/03/2022,10/31/2026,Group Care Facility,Group Care Facility,Establishment which provides continuous skilled nursing and related care as prescribed by a physician to a patient in the facility who is not in an acute episode of illness and whose primary need is the availability of such care on a continuous basis.,City of Henderson,Yes,No,No,No,1500 W Warm Springs Rd,,Henderson,NV,89014
2022320496,"E2 Property Solutions, LLC","E2 Property Solutions, LLC",4350 E Sunset Rd,Henderson,Nevada,89014,,11/17/2022,11/30/2026,Gross Revenue,Executive Suites,Leasing out office and Co- working space.,City of Henderson,Yes,No,No,No,4350 E Sunset Rd,201,Henderson,NV,89014
2022320499,FW Fleet Clean LLC,Fleet Clean,921 Empire Mesa,Henderson,Nevada,89011,,03/23/2023,09/30/2026,Gross Revenue,Miscellaneous,"Mobile pressure washing vehicles, window, surfaces.",City of Henderson,Yes,No,No,No,26 LAW DRIVE SECTION E 2N,,FAIRFIELD,NJ,7004
2022320503,Once Upon a Gig LLC,Once Upon a Gig,25 Via Visione,Henderson,Nevada,89011,(413) 717-1815,10/05/2022,10/31/2026,Gross Revenue,Miscellaneous,"Booking of entertainment such as bands, musicians, characters, parties, and events.",City of Henderson,Yes,No,No,No,25 Via Visione,201,Henderson,NV,89011
2022320506,"Atlas Embroidery, LLC","Atlas Embroidery, LLC",18 TV 5 Dr,Henderson,Nevada,89014,,10/18/2022,10/31/2026,Gross Revenue,Manufacturing,"With in-house capabilities ranging from graphic design, printing and embroidery to fulfillment and distributionÍ¾ we are a true vertically integrated manufacturer.",City of Henderson,Yes,No,No,No,2300 SW 34th St,,Dania Beach,FL,33312
2022320510,Otium Mental Health Services L.L.C.,Otium Mental Health Services L.L.C.,8540 S Eastern Ave,Las Vegas,Nevada,89123,,11/10/2022,11/30/2026,"Social Work, Behavioral Therapy Business","Social Work, Behavioral Therapy Business",Provide mental health services to young adults and adults,City of Henderson,Yes,No,No,No,8540 S Eastern Ave,140,Las Vegas,NV,89123
2022320513,THE ACCOUNTANT LLC,The Accountant LLC,9480 S Eastern Ave,Las Vegas,Nevada,89123,,11/15/2022,11/30/2026,Accounting Firm,Accounting Firm,CPA services: Accounting and income tax preparation,City of Henderson,Yes,No,No,No,9480 S Eastern Ave,208,Las Vegas,NV,89123
2022320514,Joony LLC,Joah Boba,4500 E Sunset Rd,Henderson,Nevada,89014,,11/03/2022,11/30/2026,Gross Revenue,Restaurant/Food Service,"Selling Boba Tea, Expresso Coffee, and Snacks",City of Henderson,Yes,No,No,No,4500 E Sunset Rd,8,Henderson,NV,89014
2022320516,D&R RV SERVICES LLC,D&R RV SERVICES,249 Coroneos Dr,Henderson,Nevada,89011,,10/04/2022,10/31/2026,Gross Revenue,Automotive,Repairing of RV only.,City of Henderson,Yes,No,No,No,249 Coroneos Dr,,Henderson,NV,89011
2022320517,Penney OpCo LLC,JCPenney,1312 W Sunset Rd,Henderson,Nevada,89014,,11/02/2022,11/30/2026,Gross Revenue,Drug/Dept/Variety Store,"Clothing, accessories, and home goods",City of Henderson,Yes,No,No,No,PO Box 45057,,Salt Lake City,UT,84145
2022320518,Penney OpCo LLC,JCPenney Salon,1312 W Sunset Rd,Henderson,Nevada,89014,,11/03/2022,11/30/2026,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,Full service cosmetology salon,City of Henderson,Yes,No,No,No,PO Box 45057,,Salt Lake City,UT,84145
2022320519,Penney OpCo LLC,JCPenney Salon,1312 W Sunset Rd,Henderson,Nevada,89014,,11/03/2022,11/30/2026,Gross Revenue,Personal Services,Full service cosmetology salon - Product Sales (New),City of Henderson,Yes,No,No,No,PO Box 45057,,Salt Lake City,UT,84145
2022320521,Beauty Therapy LLC,Beauty Therapy,9480 S Eastern Ave,Las Vegas,Nevada,89123,(949) 759-2730,11/03/2022,11/30/2026,Gross Revenue,Personal Services,"Permanent Make-Up Artist, Eyelash Extensions",City of Henderson,Yes,No,No,No,9480 S Eastern Ave,276,Las Vegas,NV,89123
2022320523,Briana Furukawa,Saphy Kiko Creations,3531 Serravalle Ln,Henderson,Nevada,89044,,10/05/2022,10/31/2026,Gross Revenue,Miscellaneous,Making sales of homemade arts and craft items.,City of Henderson,Yes,No,No,No,3531 Serravalle Ln,,Henderson,NV,89044
2022320525,B2B LLC,Elite Distributors,7360 Eastgate Rd,Henderson,Nevada,89011,,10/06/2022,10/31/2026,Gross Revenue,Tobacco Related Product Sales,"Product Sales (New), Tobacco Paraphernalia, Tobacco Sales - Distribution",City of Henderson,Yes,No,No,No,7360 Eastgate Rd,110,Henderson,NV,89011
2022320526,SLR Consulting LLC,SLR Consulting LLC,1309 Water Mill Ct,Henderson,Nevada,89002,,10/17/2022,10/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,Consulting and expediting of building and related permit activities.,City of Henderson,Yes,No,No,No,1309 Water Mill Court,,Henderson,NV,89002
2022320528,Green Valley Investment Services LLC,LPL Financial,9480 S Eastern Ave,Las Vegas,Nevada,89123,(609) 254-8641,10/05/2022,10/31/2026,"Commodities, Securities, or Mutual Funds","Commodities, Securities, or Mutual Funds","Financial advise including buying/selling financial products. Stocks, bonds, mutual funds",City of Henderson,Yes,No,No,No,9480 S. Eastern Ave,205,Las Vegas,NV,89123
2022320533,Golden Global Holdings LLC,Tax Depot,2555 Sturrock Dr,Henderson,Nevada,89044,(702) 466-4158,10/05/2022,10/31/2026,Bookkeeping Business,Bookkeeping Business,Tax preparation & bookkeeping,City of Henderson,Yes,No,No,No,2555 Sturrock Drive,,Henderson,NV,89044
2022320541,Two Brothers LLC.,Chile Caliente Tacos & Mariscos,1017 Whitney Ranch Dr,Henderson,Nevada,89014,(702) 625-9190,12/07/2022,12/31/2026,Liquor,Liquor,Mexican & Seafood Restaurant and Bar,City of Henderson,Yes,No,No,No,1017 Whitney Ranch Dr,,Henderson,NV,89014
2022320544,"APA, LLC",Asset Protection of America,10120 S Eastern Ave,Henderson,Nevada,89052,,10/06/2022,10/31/2026,Gross Revenue,Miscellaneous,Document preparation,City of Henderson,Yes,No,No,No,10501 W Gowan Rd,100,Las Vegas,NV,89129
2022320545,"Bauman Advisory Group, LLC",Bauman Wealth Advisors,10120 S Eastern Ave,Henderson,Nevada,89052,,10/06/2022,10/31/2026,"Commodities, Securities, or Mutual Funds","Commodities, Securities, or Mutual Funds",Financial Investment Services,City of Henderson,Yes,No,No,No,10501 W Gowan Rd,100,Las Vegas,NV,89129
2022320546,Bauman Financial Group LLC,Bauman Financial Group LLC,10120 S Eastern Ave,Henderson,Nevada,89052,,10/06/2022,10/31/2026,Insurance Agency or Adjusting Firm,Insurance Agency or Adjusting Firm,Health and Life insurance,City of Henderson,Yes,No,No,No,10501 Gowan Rd,100,Las Vegas,NV,89129
2022320550,ARLENE RILLO MD MEDICAL GROUP PLLC,VIP Primary Healthcare of Las Vegas,3195 St Rose Pkwy,Henderson,Nevada,89052,,10/24/2022,10/31/2026,Medical Office,Medical Office,"Entity will be providing out patient medical services such as but not limited to primary care, acute and chronic disease mgt. Out patient clinic medical procedures. No retail.",City of Henderson,Yes,No,No,No,3195 St Rose Pkwy,212,Henderson,NV,89052
2022320552,ATKINSON WATKINS & HOFFMANN LLP,BATTLE BORN INJURY LAWYERS,8540 S Eastern Ave,Las Vegas,Nevada,89123,,10/31/2022,10/31/2026,Law Firm or Law Office,Law Firm or Law Office,Provide legal services for civil litigation cases,City of Henderson,Yes,No,No,No,8540 S Eastern Ave,200,Las Vegas,NV,89123
2022320558,Palafox Buen LLC,Senior Sanctuary Group Home,127 Ella Ashman Ave,Henderson,Nevada,89011,,04/27/2023,10/31/2026,Group Care Facility,Group Care Facility,"Group Home for the Elderly that provides assistance with activities of daily living, 10 Residents.",City of Henderson,Yes,No,No,No,127 Ella Ashman Avenue,,Henderson,NV,89011
2014300747,"MARTINEZ, ALBERTO REYES",RV LAWN SERVICES,617 Holland Ave,Las Vegas,Nevada,89106,,03/10/2014,08/31/2026,Property Maintenance,Gardening/Lawn Maintenance,Lawn Maintenance,City of Henderson,Yes,No,No,No,617 Holland Ave,,Las Vegas,NV,89106
2022320560,"Zivas Dirty Paws, LLC",OOHLAPAWS,106 Quiet Desert Ln,Henderson,Nevada,89074,,10/11/2022,10/31/2026,Gross Revenue,Mobile Pet Grooming,Mobil Pet Grooming - We come to your property in a Specially design camper and groom your pet.,City of Henderson,Yes,No,No,No,106 Quiet Desert Lane,,Henderson,NV,89074
2022320565,"Critical Nurse Staffing, LLC",CNSCares,7201 W Lake Mead Blvd,Las Vegas,Nevada,89128,,11/03/2022,11/30/2026,Inter-Jurisdictional Business,Inter-Jurisdictional Business,In home health care will be provided by nurses and aides.,City of Henderson,Yes,No,No,No,1114 N First St,200,Grand Junction,CO,81501
2022320566,Jon Huff,Blue Star Pool Service,1052 Broomfield Drive,Henderson,Nevada,89074,,11/10/2022,11/30/2026,Property Maintenance,Pool and Spa Maintenance,"Service home pools and spas including cleaning, maintaining chemicals and equipment repairs.",City of Henderson,Yes,No,No,No,1052 Broomfield Drive,,Henderson,NV,89074
2022320568,Beauty Therapy LLC,Beauty Therapy,9480 S Eastern Ave,Las Vegas,Nevada,89123,(949) 759-2730,11/03/2022,11/30/2026,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,Eyelash Extensions,City of Henderson,Yes,No,No,No,9480 S Eastern Ave,276,Las Vegas,NV,89123
2022320569,American Institute of Medical Research LLC,American Institute of Medical Research LLC,8420 S Eastern Ave,Las Vegas,Nevada,89123,,10/11/2022,10/31/2026,Medical Office,Medical Office,Medical OfficeBusiness to perform standard services of a medical office for a Licensed Physician,City of Henderson,Yes,No,No,No,8420 S Eastern Ave,102,Las Vegas,NV,89123
2022320574,GUSSYUP LLC,Private Label Grooming,7360 Eastgate Rd,Henderson,Nevada,89011,,11/10/2022,11/30/2026,Gross Revenue,Manufacturing,"Cosmetic Manufacturing Gussyup LLC dba Private Label Grooming is a cosmetic manufacture of skincare, hair care, and beard care products.",City of Henderson,Yes,No,No,No,7360 Eastgate Rd,135,Henderson,NV,89011
2022320577,BUU LLC,360 Nails & Spa,2829 N Green Valley Pkwy,Henderson,Nevada,89014,,10/11/2022,10/31/2026,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,"Manicure, Pedicure, Gel Nail Acrylic, Waxing, Eyelash Extension",City of Henderson,Yes,No,No,No,2829 N Green Valley Pkwy,,Henderson,NV,89014
2022320583,ADS Environmental Services LLC,ADS LLC,340 The Bridge St,Huntsville,Alabama,35806,,10/24/2022,10/31/2026,Engineering Firm,Engineering Firm,Repair and maintenance of sewer flow meters,City of Henderson,Yes,No,No,No,120 S Central Ave,400,Clayton,MO,63105
2022320585,Grooming By Andalynn LLC,Grooming By Andalynn,80 N Pecos Rd,Henderson,Nevada,89074,,11/22/2022,11/30/2026,Gross Revenue,Pet Product Sales,"Pet Grooming and Handling, specializing in canine care",City of Henderson,Yes,No,No,No,80 N Pecos Rd,A,Henderson,NV,89074
2022320587,Go Direct LV. LLC,Aquamax,2831 St Rose Pkwy,Henderson,Nevada,89052,,10/11/2022,10/31/2026,Gross Revenue,Miscellaneous,Consulting for home improvement projects.  Selling water filtration and window coverings etc.  Any installations of any products recommended will be performed with a licensed contractor or installation company.,City of Henderson,Yes,No,No,No,6130 W. Flamingo Rd,345,Las Vegas,NV,89103
2022320590,Robert J. Turner,,231 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,10/11/2022,10/31/2026,Door-to-Door Solicitor and Peddler,Door-to-Door Solicitor and Peddler,,City of Henderson,Yes,No,No,No,6130 W. Flamingo Rd,Suite 345,Las Vegas,NV,89103
2022320593,Silver State Capital Management LLC,Silver State Capital Management LLC,2285 Corporate Cir,Henderson,Nevada,89074,,12/20/2022,12/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,Provides financial advice and recommendations to clients only.,City of Henderson,Yes,No,No,No,2285 Corporate Circle,160,Henderson,NV,89074
2022320597,Landscape Design LLC,Landscape Design LLC,7304 Zion Falls St,Las Vegas,Nevada,89131,(702) 690-6887,11/10/2022,11/30/2026,Property Maintenance,Gardening/Lawn Maintenance,Lawn maintenance and care,City of Henderson,Yes,No,No,No,7304 Zion Falls St,,Las Vegas,NV,89131
2022320598,Step by Step 3D LLC,Step by Step 3D,484 Stella Terrace Street,Henderson,Nevada,89011,,10/19/2022,10/31/2026,Gross Revenue,Photography and Videography Sales/Service,We create 3D Virtual Tours and Digital Photography for real estate & business,City of Henderson,Yes,No,No,No,484 Stella Terrace Street,,Henderson,NV,89011
2022320604,American Hindu Association,American Hindu Association,2602 STARLIGHT VALLEY ST,HENDERSON,Nevada,89044,,10/11/2022,,Non-Profit Registration,Non-Profit Registration,Religious and spiritual activities,City of Henderson,Yes,No,No,No,2602 Starlight Valley St,,Henderson,NV,89044
2022320606,"FUNPACKSHOP.COM, LLC","FUNPACKSHOP.COM, LLC",2501 Lockerbie St,Henderson,Nevada,89044,,11/10/2022,11/30/2026,Gross Revenue,E-Commerce and Online Retailer,"Product Sales (New) - ONLINE RETAIL GIFT SHOP, PREDOMINENTLY DROPSHIPPING PRODUCTS SUCH AS KITCHEN GADGETS, DECOR, GAMES, FASHION, ACCESSORIES, AND PRINT ON DEMAND TSHIRTS, HOODIES AND TANK TOPS WITH OUR OWN DESIGNS.",City of Henderson,Yes,No,No,No,2501 Lockerbie Street,,Henderson,NV,89044
2022320607,"HUANGFU PSYCHOLOGICAL SERVICES, PC","Raven Psychological Services, PC",10120 S Eastern Ave,Henderson,Nevada,89052,,10/27/2022,10/31/2026,"Social Work, Behavioral Therapy Business","Social Work, Behavioral Therapy Business",Private practice offering psychotherapy for adults,City of Henderson,Yes,No,No,No,10120 S. Eastern Ave Suite 209,,Henderson,NV,89052
2022320612,SALES LOGIC LLC,Sales Logic LLC,2501 Lockerbie St,Henderson,Nevada,89044,,12/19/2022,12/31/2026,Gross Revenue,Miscellaneous,INDEPENDENT CONTRACTOR FOR SALES AND BUSINESS DEVELOPMENT CONSULTING,City of Henderson,Yes,No,No,No,2501 Lockerbie Street,,Henderson,NV,89044
2022320617,"LV RENOVATIONS, LLC",LV Renovations,5422 Jose Ernesto St.,North Las Vegas,Nevada,89031,,04/06/2023,10/31/2026,Property Maintenance,Handyman,"We provide minor repair in house and offices, maintenance jobs, light repairs, fix doors, carpeting, clean facilities, ETC.",City of Henderson,Yes,No,No,No,5422 Jose Ernesto St,,North Las Vegas,NV,89031
2022320619,"MetLife Legal Plans, Inc.","MetLife Legal Plans, Inc.",2485 Village View Dr,Henderson,Nevada,89074,,02/06/2023,08/31/2026,Gross Revenue,Miscellaneous,"Notarization of documents prepared through MetLife Legal Plans, Inc. Customer support for completion and notarization of documents for MetLife Legal Plans, Inc.",City of Henderson,Yes,No,No,No,1111 Superior Ave,Ste 800,Cleveland,OH,44114
2022320626,"SPTLGHT Entertainment, LLC","SPTLGHT Entertainment, LLC",7127 Mann St,Las Vegas,Nevada,89118,,11/28/2022,11/30/2026,Inter-Jurisdictional Business,Inter-Jurisdictional Business,"Disc Jockey, MC, Sound System, and other AV/entertainment services",City of Henderson,Yes,No,No,No,7127 Mann St Unit 5,,Las Vegas,NV,89118
2022320627,"Nevada Restaurant Services, Inc.",Dotty's #208,741 W Lake Mead Pkwy,Henderson,Nevada,89015,(702) 531-7173,01/03/2023,01/31/2027,Liquor,Liquor,"Tavern, dining with alcohol",City of Henderson,Yes,No,No,No,PO Box 93835,,Las Vegas,NV,89193
2022320628,"Nevada Restaurant Services, Inc.",Dotty's #208,741 W Lake Mead Pkwy,Henderson,Nevada,89015,(702) 531-7173,01/03/2023,09/30/2026,Gaming,Gaming,Restricted gaming with 15 machines,City of Henderson,Yes,No,No,No,PO Box 93835,,Las Vegas,NV,89193
2022320629,"Nevada Restaurant Services, Inc.",Dotty's #208,741 W Lake Mead Pkwy,Henderson,Nevada,89015,(702) 531-7173,01/03/2023,01/31/2027,Gross Revenue,Restaurant/Food Service,"Restaurant, with over the counter misc. sales",City of Henderson,Yes,No,No,No,PO Box 93835,,Las Vegas,NV,89193
2022320634,Beyoutiful Spa LV LLC,MeliAura Spa,10120 S Eastern Ave,Henderson,Nevada,89052,,11/09/2022,11/30/2026,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,"Cosmetology services, hair, nails, skincare",City of Henderson,Yes,No,No,No,10120 S Eastern Ave,140,Henderson,NV,89052
2022320636,Russell Ivan Arnold II LLC,Russell Ivan Arnold II LLC,670 S Green Valley Pkwy,Henderson,Nevada,89052,,10/17/2022,10/31/2026,Office Only,Office Only,"Office Only. All of our business activities, taxation, and everything else is run through our real estate brokerage, which is located in Downtown Las Vegas.",City of Henderson,Yes,No,No,No,670 S Green Valley Pkwy,210,Henderson,NV,89052
2022320638,Vitelle Credentialing LLC,Vitelle Credentialing LLC,192 Lilt Ave,Henderson,Nevada,89011,,10/13/2022,10/31/2026,Gross Revenue,Miscellaneous,Assist doctors and medical professionals with credentialing for medical services and insurance.,City of Henderson,Yes,No,No,No,PO Box 93067,,Henderson,NV,89009
2022320642,Starbucks Corporation,Starbucks Coffee,3251 Bicentennial Pkwy,Henderson,Nevada,89044,,11/03/2022,11/30/2026,Gross Revenue,Restaurant/Food Service,coffee shop,City of Henderson,Yes,No,No,No,PO Box 34442 -TAX-2,,Seattle,WA,98124
2022320648,Rustic Barn Co LLC,Bonfire Grill,140 W Highland Dr,Henderson,Nevada,89015,,10/12/2022,10/31/2026,Gross Revenue,Restaurant/Food Service,"Catering - Special events, weddings, corporate events, ect. Canopy (tent catering)",City of Henderson,Yes,No,No,No,140 W HIGHLAND DR,,HENDERSON,NV,89015
2022320649,NK & AI Enterprises LLP,A Modern Medicine,2641 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,10/18/2022,10/31/2026,Medical Office,Medical Office,Medical Office,City of Henderson,Yes,No,No,No,2641 W Horizon Ridge Pkwy,100,Henderson,NV,89052
2022320651,TA Montego Fee Owner LLC,Montego Bay Apartments,1050 Whitney Ranch Dr,Henderson,Nevada,89014,,11/07/2022,11/30/2026,Apartment House,Apartment House,Lessor of residential dwellings - 420 units,City of Henderson,Yes,No,No,No,1050 Whitney Ranch Dr,,Henderson,NV,89014
2022320661,Luxury Nails R Us LLC,Nails R Us II,55 S Valle Verde Dr,Henderson,Nevada,89012,,10/13/2022,10/31/2026,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,"We service manicure and pedicure, waxing",City of Henderson,Yes,No,No,No,55 S Valle Verde Dr,420,Henderson,NV,89012
2022320672,Inovatex LLC,Inovatex LLC,12010 Bermuda Rd,Henderson,Nevada,89052,,01/19/2023,01/31/2027,Gross Revenue,Miscellaneous,"Inovatex LLC is a fully owned subsidiary of Standard Fiber LLC, an industry leader in home bedding products.",City of Henderson,Yes,No,No,No,919 East Hillsdale Blvd.,100,Foster City,CA,94404
2022320673,"E Mortgage Capital, Inc.","E Mortgage Capital, Inc.",170 S Green Valley Pkwy,Henderson,Nevada,89012,,12/21/2022,12/31/2026,Mortgage Lending Company,Mortgage Lending Company,We provide residential mortgage lending services.,City of Henderson,Yes,No,No,No,170 S Green Valley Pkwy,300,Henderson,NV,89012
2022320674,"Screenmobile SM40, Inc.","Screenmobile SM40, Inc.",1600 Raiders Way,Henderson,Nevada,89052,(702) 819-7700,11/03/2022,11/30/2026,Gross Revenue,Miscellaneous,Screen Installation and Repair,City of Henderson,Yes,No,No,No,9022 Crooked Ct,,Las Vegas,NV,89123
2022320677,"T & M Management, LLC",Monarch Property Management & Realty,10845 Griffith Peak Dr,Las Vegas,Nevada,89135,(702) 412-7189,07/13/2023,01/31/2027,Real Estate Business,Real Estate Business,Residential property management company and real estate brokerage,City of Henderson,Yes,No,No,No,9750 W Skye Canyon Park Dr,160-160,Las Vegas,NV,89166
2022320688,G.S. HILU LLC,Port of Subs,832 S BOULDER HWY,HENDERSON,Nevada,89015,,10/17/2022,10/31/2026,Gross Revenue,Restaurant/Food Service,Sub Sandwich Shop,City of Henderson,Yes,No,No,No,2810 Cacto Ct,,Henderson,NV,89074
2022320691,"JW Dental, PLLC",JW Dental,601 Whitney Ranch Dr,Henderson,Nevada,89014,,01/26/2023,07/31/2026,Dental Office,Dental Office,"Professional Dental Services. Diagnosis and treatment of oral conditions such as; gingivitis, periodontal disease, dental caries, pathologic lesions, edentulism, and malocclusion.",City of Henderson,Yes,No,No,No,601 Whitney Ranch Dr.,D22,Henderson,NV,89014
2022320692,Adibi IP Group,Adibi IP Group,2470 Saint Rose Pkwy,Henderson,Nevada,89074,,10/25/2022,10/31/2026,Law Firm or Law Office,Law Firm or Law Office,Legal services,City of Henderson,Yes,No,No,No,2470 St Rose Pkwy,306D,Henderson,NV,89074
2022320696,Robert Anthony Nevarez Sr.,"Robert A. Nevarez, Police Practices Consultant",1032 Via Stellato St,Henderson,Nevada,89011,,10/17/2022,10/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,Police Practices and management consulting,City of Henderson,Yes,No,No,No,631 N Stephanie St,PMB 602,Henderson,NV,89014
2022320697,GSN HENDERSON STORAGE LP,StorAmerica Henderson,10835 S EASTERN AVE,HENDERSON,Nevada,89052,,10/27/2022,10/31/2026,"Warehouse, Storage or Self-Storage","Warehouse, Storage or Self-Storage",Operating a self storage facility. Customers rent month to month empty storage space. No moving service or car service.,City of Henderson,Yes,No,No,No,2042 Business Center Dr #100,,Irvine,CA,92612
2022320698,GSN HENDERSON STORAGE LP,StorAmerica Henderson,10835 S Eastern Ave,Henderson,Nevada,89052,,10/27/2022,10/31/2026,Gross Revenue,Miscellaneous,Operating a self storage facility. Customers rent month to month empty storage space. No moving service or car service.,City of Henderson,Yes,No,No,No,2042 Business Center Dr #100,,Irvine,CA,92612
2022320704,National Nuclear Energy Healthcare LLC,National Nuclear Energy Healthcare LLC,9480 S Eastern Ave,Las Vegas,Nevada,89123,,10/20/2022,10/31/2026,Gross Revenue,Miscellaneous,provide home health care to department of energy beneficiaries,City of Henderson,Yes,No,No,No,2012 San Juan Blvd,,Farmington,NM,87401
2022320708,"LUXE INTERNATIONAL REALTY, LLC",LUXE International Realty,8020 W Sahara Ave,Las Vegas,Nevada,89117,,12/07/2022,12/31/2026,Real Estate Business,Real Estate Business,Real Estate Sales & Property Management,City of Henderson,Yes,No,No,No,8550 W. Desert Inn,PMB-109,Las Vegas,NV,89117
2022320709,DIRTY LIFE TOOLS LLC,DIRTY LIFE TOOLS LLC,9686 Wood Fern St,Las Vegas,Nevada,89123,,12/06/2022,12/31/2026,Inter-Jurisdictional Business,Inter-Jurisdictional Business,TOOL SALES AND SERVICE,City of Henderson,Yes,No,No,No,9686 WOOD FERN ST,,LAS VEGAS,NV,89123
2022320710,Tobiason & Associates LLC,Azada CPA,2470 St Rose Pkwy,Henderson,Nevada,89074,,01/11/2023,07/31/2026,Accounting Firm,Accounting Firm,"Bookkeeping, Tax Preparation, Business Valuation, Litigation Support Services, Tax Planning, QuickBooks Consulting and other small business advisory services",City of Henderson,Yes,No,No,No,2470 St Rose Pkwy,301,Henderson,NV,89074
2022320713,"Kola Care, LLC",Right at Home,2651 N Green Valley Pkwy,Henderson,Nevada,89014,,12/06/2022,12/31/2026,Gross Revenue,Personal Services,"provide companionship and personal care services. Care services are not provided at our office location. Only general administrative and support functions such as scheduling, accounting, human resources, etc. are performed at our physical location.",City of Henderson,Yes,No,No,No,7371 E Tanque Verde Rd,,Tucson,AZ,85715
2022320714,"EBS Nevada, PLLC",Elite Body Sculpture Las Vegas,901 N Green Valley Pkwy,Henderson,Nevada,89074,,01/19/2023,01/31/2027,Medical Office,Medical Office,Physicians office for office based procedures,City of Henderson,Yes,No,No,No,901 N Green Valley Pkwy,250,Henderson,NV,89074
2022320715,"Thriveworks Clinical - Nevada, PC","Thriveworks Clinical - Nevada, PC",1401 N Green Valley Pkwy,Henderson,Nevada,89074,,03/07/2023,09/30/2026,"Social Work, Behavioral Therapy Business","Social Work, Behavioral Therapy Business",Mental health counseling sessions - being conduced in person and online,City of Henderson,Yes,No,No,No,1000 Jefferson St.,2C,Lynchburg,VA,24504
2022320717,"The Men's Wearhouse, LLC",The Men's Wearhouse #2404,509 N Stephanie St,Henderson,Nevada,89014,(281) 776-7000,12/28/2022,12/31/2026,Gross Revenue,Clothing and Apparel,Retail sales of men's & boy's formalwear and accessories; Tuxedo rentals and alterations,City of Henderson,Yes,No,No,No,6380 Rogerdale Rd,,Houston,TX,77072
2022320718,"Parker Project, Inc.","Parker Project, Inc.",800 N Central Ave,Phoenix,Arizona,85004,,10/19/2022,,Non-Profit Registration,Non-Profit Registration,Professional fundraising,City of Henderson,Yes,No,No,No,800 N Central Ave,,Phoenix,AZ,85004
2022320730,ClearEdge Lending LLC,ClearEdge Lending LLC,701 N Green Valley Pkwy,Henderson,Nevada,89074,(866) 690-2474,07/24/2023,01/31/2027,Mortgage Lending Company,Mortgage Lending Company,"ClearEdge Lending LLC is a wholesale mortgage lender, working with license mortgage brokers to underwrite and fund residential mortgage loans",City of Henderson,Yes,No,No,No,20 Enterprise,350,Aliso Viejo,CA,92656
2022320737,Retail Royalty Company,AERIE by American Eagle #3867,2255 Village Walk Dr,Henderson,Nevada,89052,,04/10/2023,10/31/2026,Gross Revenue,Clothing and Apparel,Retail sales of intimate apparel,City of Henderson,Yes,No,No,No,77 HOT METAL ST,,PITTSBURGH,PA,15203
2022320740,TheOneLawyer.com PLLC,TheOneLawyer.com,2831 St Rose Pkwy,Henderson,Nevada,89052,,10/19/2022,10/31/2026,Law Firm or Law Office,Law Firm or Law Office,Legal - Attorney services,City of Henderson,Yes,No,No,No,2831 St. Rose Pkwy,200,Henderson,NV,89052
